City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,lar,26.2039,83.9717,26.88,85,24,3.03,IN,1724524553
367,gevrai,19.2667,75.75,23.67,86,100,6.07,IN,1724524554
368,cidade velha,14.9167,-23.6167,30.26,62,20,4.63,CV,1724524555
369,sitka,57.0531,-135.33,13.94,88,75,0.0,US,1724524556
370,dzhalagash,45.0833,64.6667,20.03,34,0,3.56,KZ,1724524558
371,naze,28.3667,129.4833,25.51,83,74,1.44,JP,1724524481
372,soio,-6.1349,12.3689,21.95,86,9,3.83,AO,1724524560
373,stuttgart,48.7823,9.177,28.78,42,0,1.54,DE,1724524559
374,odienne,9.51,-7.5692,22.78,95,100,3.67,CI,1724524563
375,koshki,54.2091,50.4677,17.87,77,100,2.83,RU,1724524565
376,sipalay,9.75,122.5,25.25,91,100,2.47,PH,1724524566
377,daru,-9.0763,143.2092,24.79,87,100,8.53,PG,1724524291
378,ubari,26.5921,12.7805,36.37,26,0,2.76,LY,1724524569
379,ghadamis,30.1337,9.5007,32.88,18,0,5.41,LY,1724524570
380,scottburgh,-30.2867,30.7532,19.58,76,0,3.58,ZA,1724524571
381,bayou cane,29.6241,-90.7512,33.0,60,75,5.14,US,1724524277
382,sinop,41.7711,34.8709,18.27,74,100,2.0,TR,1724524573
383,lengshuitan,26.4111,111.5956,25.41,88,58,2.46,CN,1724524576
384,kuressaare,58.2481,22.5039,16.97,77,0,4.12,EE,1724524577
385,gilgit,35.9221,74.3087,25.06,42,19,1.8,PK,1724524578
386,oum hadjer,13.2954,19.6966,28.28,67,100,6.3,TD,1724524579
387,lerwick,60.1545,-1.1494,12.2,81,49,8.61,GB,1724524491
388,russkaya polyana,49.417,31.9201,21.84,39,7,3.42,UA,1724524583
389,olinda,-8.0089,-34.8553,27.85,69,40,6.69,BR,1724524028
390,kralendijk,12.15,-68.2667,32.99,58,40,6.69,BQ,1724524585
391,san sebastian de la gomera,28.0916,-17.1133,28.2,57,0,4.12,ES,1724524586
392,kavaratti,10.5669,72.642,26.81,87,100,5.9,IN,1724524587
393,gadzhiyevo,69.2551,33.3362,15.69,78,100,6.98,RU,1724524588
394,conduaga,8.862,117.4893,25.75,88,100,0.58,PH,1724524155
395,lashio,22.9333,97.75,19.87,100,100,0.62,MM,1724524591
396,aulnoye-aymeries,50.2014,3.8384,16.72,91,99,7.19,FR,1724524592
397,springs,-26.25,28.4,14.81,59,0,2.69,ZA,1724524593
398,gaigeturi,33.4644,126.3183,27.03,78,0,2.06,KR,1724524594
399,wad rawah,15.1603,33.1397,27.37,70,100,3.09,SD,1724524595
400,lepsy,46.235,78.9456,23.53,43,20,8.45,KZ,1724524597
401,jaciara,-15.9653,-54.9683,33.63,28,100,4.56,BR,1724524598
402,katsuren-haebaru,26.3369,127.8719,29.21,87,0,5.14,JP,1724524600
403,darnah,32.767,22.6367,27.81,81,0,10.08,LY,1724524601
404,coyuca de catalan,18.3333,-100.65,30.28,69,84,0.32,MX,1724524603
405,sibut,5.718,19.0739,21.57,93,100,1.51,CF,1724524604
406,greymouth,-42.4667,171.2,11.24,90,99,5.44,NZ,1724524409
407,kayes,14.0,-11.0,26.69,81,59,2.18,ML,1724524606
408,lekeitio,43.3666,-2.5007,19.26,88,99,2.96,ES,1724524607
409,kolaras,25.2333,77.6,24.04,94,99,4.23,IN,1724524608
410,arklow,52.7931,-6.1414,12.57,81,56,5.92,IE,1724524610
411,noumea,-22.2763,166.4572,19.44,81,7,0.65,NC,1724524611
412,los llanos de aridane,28.6585,-17.9182,24.51,69,75,5.14,ES,1724524612
413,jean-rabel,19.8533,-73.1917,33.08,54,21,5.2,HT,1724524613
414,ulaangom,49.9811,92.0667,17.21,38,6,1.49,MN,1724524614
415,vila velha,-20.3297,-40.2925,28.97,73,0,8.23,BR,1724524172
416,la passe,45.5549,-0.8967,19.18,75,48,6.07,FR,1724524617
417,nova sintra,14.8667,-24.7167,27.14,80,11,8.88,CV,1724524133
418,turpan,42.9333,89.1667,33.96,18,0,0.91,CN,1724524619
419,rockland,41.1668,-74.0496,29.36,51,0,2.18,US,1724524620
420,usinsk,65.9939,57.5281,16.1,62,64,4.0,RU,1724524179
421,talghar,43.3044,77.2328,18.03,60,75,3.0,KZ,1724524624
422,isangel,-19.55,169.2667,20.49,81,15,2.33,VU,1724524625
423,villa emilio carranza,19.9667,-96.6,30.07,64,13,4.23,MX,1724524627
424,ndele,8.4109,20.6473,21.79,98,100,2.23,CF,1724524628
425,mil'kovo,55.6078,37.7956,20.19,64,80,2.72,RU,1724524158
426,karratha,-20.7377,116.8463,21.81,42,0,5.2,AU,1724524631
427,coquimbo,-29.9533,-71.3436,17.85,45,0,4.63,CL,1724524632
428,swan hill,-35.3378,143.5544,13.49,75,100,3.7,AU,1724524633
429,escarcega,18.6089,-90.7454,37.64,29,6,1.51,MX,1724524634
430,rotorua,-38.1387,176.2452,7.74,91,44,1.2,NZ,1724524635
431,polyarnyy,69.1989,33.4478,15.33,78,100,7.36,RU,1724524393
432,fada,7.25,4.0667,25.37,94,75,3.6,NG,1724524638
433,ust-nera,64.5667,143.2,9.62,88,34,1.09,RU,1724524051
434,viana do castelo,41.6932,-8.8329,17.94,72,0,9.06,PT,1724524640
435,choibalsan,48.0667,114.5,12.99,66,0,4.4,MN,1724524641
436,nalut,30.3333,10.85,31.23,19,0,5.29,LY,1724524642
437,bel ombre,-4.6167,55.4167,25.91,89,40,2.57,SC,1724524414
438,extrema,-22.8547,-46.3183,28.61,26,97,6.32,BR,1724524645
439,mejit,10.2753,170.8646,27.6,83,89,5.17,MH,1724524646
440,mbanza-ngungu,-5.25,14.8667,26.25,46,2,3.85,CD,1724524647
441,happy valley-goose bay,53.3168,-60.3315,28.17,32,20,3.09,CA,1724524083
442,evansville,37.9748,-87.5558,33.13,49,0,5.14,US,1724524568
443,feijo,-8.1642,-70.3536,39.0,24,78,1.12,BR,1724524651
444,saint-gaudens,43.0833,0.6667,19.46,97,100,2.95,FR,1724524652
445,vorkuta,67.5,64.0,10.89,86,54,3.36,RU,1724524653
446,new kingman-butler,35.265,-114.0323,30.66,22,0,10.8,US,1724524654
447,tomatlan,19.9333,-105.25,25.56,89,100,1.21,MX,1724524655
448,luganville,-15.5333,167.1667,22.23,86,100,2.0,VU,1724524617
449,luwuk,-0.9516,122.7875,21.67,83,77,2.06,ID,1724524658
450,ilhabela,-23.7781,-45.3581,20.25,92,64,4.96,BR,1724524659
451,neelankarai,12.9455,80.2575,31.15,69,40,5.14,IN,1724524660
452,talas,38.6908,35.5538,18.37,68,75,1.03,TR,1724524661
453,tanumah,27.1,44.1333,34.06,14,0,3.45,SA,1724524662
454,gazojak,41.1875,61.4036,25.06,25,17,6.31,TM,1724524663
455,newcastle,-32.9272,151.7765,22.06,57,100,7.72,AU,1724524665
456,harar,9.3094,42.1258,15.66,80,71,1.24,ET,1724524666
457,weilheim an der teck,48.6157,9.5375,25.07,60,1,3.72,DE,1724524668
458,nizhniy kuranakh,58.8353,125.4869,13.72,92,100,1.18,RU,1724524669
459,ceeldheer,3.8488,47.1806,25.24,82,9,8.11,SO,1724524671
460,urzhar,47.093,81.6294,18.62,78,100,1.45,KZ,1724524672
461,gusinoozyorsk,51.2833,106.5,14.5,58,96,2.36,RU,1724524392
462,beyneu,45.3167,55.2,27.19,24,100,2.8,KZ,1724524619
463,porto novo,6.4965,2.6036,24.9,86,24,2.4,BJ,1724524579
464,mermoz boabab,14.7065,-17.4758,28.88,79,0,2.06,SN,1724524394
465,arnemuiden,51.5,3.6761,17.77,93,75,6.69,NL,1724524677
466,lagoa,39.05,-27.9833,22.18,63,0,2.63,PT,1724524679
467,michigan city,41.7075,-86.895,31.74,61,40,3.09,US,1724524680
468,harper,4.375,-7.7169,24.37,84,100,5.4,LR,1724524681
469,piti village,13.4626,144.6933,28.03,90,40,0.0,GU,1724524682
470,novofedorivka,46.1713,32.3178,25.98,45,0,3.24,UA,1724524683
471,ilomantsi,62.6716,30.9328,14.56,81,36,3.58,FI,1724524685
472,malvan,16.0667,73.4667,24.69,95,100,3.87,IN,1724524686
473,weno,7.4515,151.8468,25.97,94,75,2.06,FM,1724524687
474,ratnagiri,16.9833,73.3,25.14,92,100,4.34,IN,1724524688
475,olyokminsk,60.3736,120.4264,12.75,96,100,2.24,RU,1724524689
476,san miguel,13.4833,-88.1833,32.78,58,0,3.09,SV,1724524499
477,cidreira,-30.1811,-50.2056,12.85,60,54,5.77,BR,1724524249
478,yanam,16.7333,82.2167,25.93,83,100,3.51,IN,1724524693
479,namibe,-15.1961,12.1522,17.43,87,7,2.78,AO,1724524695
480,san patricio,28.017,-97.5169,33.97,37,13,6.18,US,1724524161
481,morondava,-20.2833,44.2833,22.97,74,0,6.49,MG,1724524697
482,steamboat springs,40.485,-106.8317,22.97,50,75,2.57,US,1724524411
483,tsiombe,-25.3,45.4833,17.57,58,0,6.89,MG,1724524701
484,ghat,24.9647,10.1728,37.44,22,24,6.27,LY,1724524700
485,barcelos,41.5388,-8.6151,18.94,64,3,4.8,PT,1724524703
486,mount pearl,47.5166,-52.7813,23.03,59,40,9.77,CA,1724524704
487,bethlehem,-1.4558,-48.5044,33.02,52,40,4.12,BR,1724524706
488,al bayda',32.7627,21.7551,22.9,85,0,4.03,LY,1724524707
489,newman,37.3138,-121.0208,23.92,30,3,1.74,US,1724524708
490,island harbour,50.724,-1.2758,17.21,72,84,2.68,GB,1724524709
491,arkhangel'sk,64.5401,40.5433,17.06,82,75,5.0,RU,1724524416
492,sorong,-0.8833,131.25,26.07,84,100,1.69,ID,1724524711
493,taltal,-25.4,-70.4833,19.33,52,31,1.75,CL,1724524713
494,paseh,-7.1026,107.7641,18.05,96,16,2.11,ID,1724524714
495,colipapa,9.4726,122.5616,27.29,84,100,5.18,PH,1724524715
496,bengkulu,-3.8004,102.2655,23.14,93,48,2.23,ID,1724524716
497,saynshand,44.8824,110.1163,19.37,42,100,2.96,MN,1724524717
498,seka,17.9285,103.9552,24.94,92,100,0.83,TH,1724524718
499,port victoria,0.0939,33.9756,22.66,69,31,2.42,KE,1724524719
500,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,59,40,1.54,BR,1724524721
501,paidha,2.4167,30.9855,16.57,89,99,2.02,UG,1724524722
502,revda,56.801,59.9303,9.01,92,19,1.54,RU,1724524723
503,brisas de zicatela,15.8369,-97.0419,31.29,74,0,3.6,MX,1724524724
504,chui,-33.6971,-53.4616,11.36,63,100,3.68,UY,1724524725
505,howard springs,-12.497,131.047,24.95,91,73,0.82,AU,1724524131
506,sao joao da barra,-21.6403,-41.0511,28.05,81,4,6.19,BR,1724524729
507,lata,40.1629,-8.3327,18.61,66,95,2.5,PT,1724524730
508,carnarvon,-24.8667,113.6333,19.48,63,93,5.27,AU,1724524473
509,port douglas,-16.4833,145.4667,21.97,84,95,5.41,AU,1724524733
510,port moresby,-9.4431,147.1797,23.68,88,20,4.12,PG,1724524707
511,khandyga,62.6667,135.6,14.77,76,100,1.49,RU,1724524736
512,hafnarfjordur,64.0671,-21.9377,8.93,66,75,9.77,IS,1724524737
513,ar ruways,24.1103,52.7306,33.0,66,0,5.98,AE,1724524472
514,corner brook,48.9667,-57.9484,20.85,57,23,5.03,CA,1724524739
515,sofifi,0.7349,127.576,25.53,82,100,0.3,ID,1724524741
516,dudinka,69.4058,86.1778,8.45,85,98,1.79,RU,1724524742
517,arkalyk,50.2486,66.9114,12.34,73,65,2.81,KZ,1724524151
518,amos,48.5669,-78.1162,22.9,62,99,1.83,CA,1724524630
519,novosilikatnyy,53.3097,83.6239,18.32,77,75,2.0,RU,1724524747
520,wanning,18.8003,110.3967,26.45,88,49,3.12,CN,1724524749
521,neem ka thana,27.7333,75.8,27.46,77,37,2.72,IN,1724524750
522,nikel,69.4128,30.222,15.45,82,100,7.45,RU,1724524751
523,taoudenni,22.6783,-3.9836,41.22,19,7,5.53,ML,1724524752
524,mugia,43.1041,-9.2179,18.84,64,0,6.95,ES,1724524753
525,toulepleu guere,6.574,-8.4259,21.43,99,100,1.95,CI,1724524754
526,golfito,8.639,-83.166,26.24,82,92,1.71,CR,1724524756
527,delitzsch,51.5333,12.35,30.21,37,0,3.6,DE,1724524757
528,griffith,41.5284,-87.4237,32.19,56,0,5.14,US,1724524758
529,punta del este,-34.9667,-54.95,11.06,85,75,8.23,UY,1724524500
530,egilsstadir,65.2653,-14.3948,8.95,87,100,4.63,IS,1724524686
531,tanjung selor,2.8372,117.3642,23.06,97,100,1.39,ID,1724524763
532,nouadhibou,20.931,-17.0347,24.99,65,38,9.77,MR,1724524764
533,puerto leguizamo,-0.1934,-74.7819,35.21,40,49,0.68,CO,1724524765
534,malpica,43.3228,-8.8105,19.02,100,0,4.27,ES,1724524766
535,gwanda,-20.9333,29.0,15.76,42,0,2.67,ZW,1724524767
536,puerto varas,-41.3195,-72.9854,10.12,62,75,4.12,CL,1724524769
537,gargalianoi,37.0667,21.6333,26.24,72,47,2.43,GR,1724524770
538,las lomitas,-24.7096,-60.593,20.69,20,0,4.88,AR,1724524771
539,jincheng,35.5022,112.8328,24.44,91,75,1.41,CN,1724524772
540,acarau,-2.8856,-40.12,28.49,64,99,9.46,BR,1724524773
541,waingapu,-9.6567,120.2641,24.13,80,9,3.51,ID,1724524774
542,salamanca,40.8333,-6.0,30.35,56,98,6.9,ES,1724524777
543,malango,-2.9627,119.9001,17.33,95,91,0.87,ID,1724524778
544,kristiansund,63.1115,7.732,14.36,67,40,2.06,NO,1724524779
545,carlos a. carrillo,18.3667,-95.75,31.76,61,13,1.74,MX,1724524780
546,zuera,41.8677,-0.7898,30.0,38,100,1.72,ES,1724524782
547,caleta de carquin,-11.0925,-77.6267,18.73,72,19,4.18,PE,1724524742
548,robertsport,6.7533,-11.3686,25.34,87,100,8.54,LR,1724524518
549,metro,-5.1131,105.3067,22.42,87,51,2.59,ID,1724524672
550,saint-joseph,-21.3667,55.6167,19.21,69,32,3.9,RE,1724524787
551,betio village,1.358,172.9211,27.02,73,75,3.67,KI,1724524512
552,santa ana,33.7456,-117.8678,27.13,58,20,4.12,US,1724524790
553,dunedin,-45.8742,170.5036,8.22,89,100,1.79,NZ,1724524701
554,moab,38.5733,-109.5498,30.34,34,0,0.89,US,1724524711
555,meulaboh,4.1363,96.1285,24.32,91,100,1.96,ID,1724524793
556,arquitecto tomas romero pereira,-26.4833,-55.25,14.5,50,5,3.09,PY,1724524794
557,vilyuysk,63.7553,121.6247,13.96,96,100,0.78,RU,1724524796
558,touros,-5.1989,-35.4608,27.15,66,10,7.75,BR,1724524316
559,svetlyy,54.675,20.1347,20.23,71,0,3.86,RU,1724524798
560,meadow lakes,61.6247,-149.6011,10.21,96,100,0.0,US,1724524800
561,zhanaozen,43.3,52.8,28.02,20,100,4.85,KZ,1724524801
562,antsiranana,-12.2787,49.2917,23.69,67,41,8.03,MG,1724524803
563,necochea,-38.5473,-58.7368,9.0,67,100,6.53,AR,1724524804
564,ambon,-3.6954,128.1814,27.15,95,100,3.88,ID,1724524805
565,grand gaube,-20.0064,57.6608,20.21,75,88,0.89,MU,1724524806
566,floro,61.5996,5.0328,11.98,87,75,6.17,NO,1724524645
567,bahia honda,22.9036,-83.1592,30.14,75,60,4.7,CU,1724524808
568,khamis mushait,18.3064,42.7292,19.34,82,0,4.12,SA,1724524810
569,muynoq,43.7683,59.0214,20.47,57,100,2.94,UZ,1724524811
570,majie,25.0333,102.6361,18.99,82,40,2.0,CN,1724524812
571,taksimo,56.3444,114.8794,11.32,87,7,2.16,RU,1724524813
572,fort-shevchenko,44.5086,50.263,25.08,49,100,8.81,KZ,1724524605
573,yeed,4.55,43.0333,30.19,37,64,6.25,SO,1724524817
574,darasun,51.6667,114.0,10.83,82,0,1.83,RU,1724524818
575,arboga,59.3939,15.8388,17.45,57,100,4.19,SE,1724524819
576,at taj,24.2049,23.2857,37.95,14,0,3.55,LY,1724524820
577,biloela,-24.4167,150.5,15.15,93,0,1.02,AU,1724524821
578,kaohsiung,22.6163,120.3133,27.24,88,20,1.03,TW,1724524764
579,santana,-0.0583,-51.1817,33.1,62,40,3.6,BR,1724524824
580,ayr,55.4627,-4.6339,11.99,94,75,6.17,GB,1724524825
581,bajina basta,43.9708,19.5675,24.72,36,100,0.96,RS,1724524826
582,sterling,39.0062,-77.4286,30.08,49,75,4.12,US,1724524666
583,bensekrane,35.0747,-1.2243,29.99,39,0,1.67,DZ,1724524828
584,muroto-misakicho,33.2833,134.15,28.46,75,69,1.96,JP,1724524830
585,fuerte olimpo,-21.0415,-57.8738,24.93,30,52,4.41,PY,1724524831
586,la sarre,48.8002,-79.1996,23.15,68,19,2.56,CA,1724524832
587,neropolis,-16.4064,-49.2186,32.49,16,0,2.28,BR,1724524833
588,jurm,36.8648,70.8342,15.97,35,0,0.92,AF,1724524834
589,as sulayyil,20.4607,45.5779,38.25,15,100,3.69,SA,1724524837
590,ebon,4.582,168.6964,28.12,75,86,5.24,MH,1724524838
591,sao tome,0.3365,6.7273,24.38,81,92,2.51,ST,1724524839
592,fortaleza,-3.7227,-38.5247,30.61,74,20,8.23,BR,1724524735
593,buulobarde,3.8538,45.5674,24.84,74,11,9.78,SO,1724524841
594,mulanje,-16.0316,35.5,17.81,78,7,3.6,MW,1724524843
595,jwaneng,-24.6004,24.7303,17.13,29,0,3.98,BW,1724524844
596,qamdo,31.1667,97.2333,7.43,64,17,1.09,CN,1724524845
597,chanika,-5.4167,38.0167,18.89,84,0,2.65,TZ,1724524846
598,garwolin,51.8975,21.6147,21.28,74,4,0.45,PL,1724524847
599,chontalpa,17.7,-93.5167,31.08,66,98,2.88,MX,1724524848
